sentence,model
sentence,model
패션 사진에서 다양한 옷을 구분하는 기술을 개발 중이에요,이미지 분류
주택 가격 변동을 예측하는 수치 모델을 설계하고 있어요,숫자 기반 회귀
뉴스 내용을 분석해 긍정과 부정을 구분하는 시스템을 만들고 있습니다,텍스트 분류
드론으로 촬영한 영상에서 특정 수치를 추출하는 연구를 하고 있어요,이미지 회귀
동물 사진에서 종을 자동으로 알아내는 프로그램을 개발하고 싶어요,이미지 분류
판매량 변화를 수치화하여 미래를 예측하는 모델을 만들고 있습니다,숫자 기반 회귀
전자우편 스팸 여부를 자동으로 판단하는 알고리즘을 구현하고 있어요,텍스트 분류
위성 영상에서 토지 면적을 측정하는 방법을 연구 중입니다,이미지 회귀
꽃 사진의 종류를 인식하는 기술을 개발하고자 합니다,이미지 분류
기후 데이터를 활용해 온도 변화를 예측하는 시스템을 만들고 있어요,숫자 기반 회귀
블로그 글의 주제를 자동으로 분류하는 프로그램을 작성 중입니다,텍스트 분류
항공 촬영 영상에서 특정 물체의 크기를 계산하는 모델을 설계하고 있어요,이미지 회귀
자연 풍경 사진에서 특정 지역을 구분하는 기술을 연구하고 있어요,이미지 분류
시장 데이터를 분석해 매출을 예측하는 프로그램을 만들고 있습니다,숫자 기반 회귀
뉴스 기사의 주제별 분류 작업을 자동화하는 모델을 개발 중이에요,텍스트 분류
드론 영상에서 작물의 생육 상태를 수치로 나타내는 연구를 하고 있어요,이미지 회귀
음식 사진에서 종류를 자동으로 구별하는 기술을 만들고 싶어요,이미지 분류
판매 데이터 기반으로 수익을 예측하는 시스템을 연구하고 있어요,숫자 기반 회귀
이메일 내용을 분석해 중요도를 분류하는 프로그램을 개발 중입니다,텍스트 분류
의료 영상에서 병변의 크기를 수치화하는 방법을 연구하고 있어요,이미지 회귀
고객 리뷰를 분석하여 만족도를 분류하는 시스템을 만들고 있어요,텍스트 분류
위성 사진에서 산림 면적을 수치로 계산하는 연구를 진행 중입니다,이미지 회귀
스포츠 경기 영상에서 선수 동작을 인식하는 기술을 개발하고 있습니다,이미지 분류
판매 추세를 예측하는 통계 모델을 연구하고 있어요,숫자 기반 회귀
신문 기사 내용을 주제별로 분류하는 자동화 프로그램을 만들고 있습니다,텍스트 분류
교통량 데이터를 분석해 미래 예측 모델을 구축하고 있어요,숫자 기반 회귀
야생 동물 사진에서 종을 구분하는 기술 개발을 계획 중입니다,이미지 분류
건강 관련 데이터의 변화를 수치로 나타내는 모델을 연구하고 있어요,숫자 기반 회귀
전자상거래 상품 리뷰를 감성 분석하는 시스템을 만들고 있어요,텍스트 분류
의료 영상 데이터에서 병변 위치를 탐지하는 기술을 개발 중입니다,이미지 분류
소비자 구매 패턴을 분석해 매출을 예측하는 모델을 만들고 있어요,숫자 기반 회귀
문서 내용을 주제별로 자동 분류하는 프로그램을 설계하고 있습니다,텍스트 분류
식물 사진에서 종을 자동 인식하는 기술을 연구하고 있어요,이미지 분류
판매량 변화를 예측하는 데이터 모델을 개발 중입니다,숫자 기반 회귀
온라인 게시글의 감성 분석을 위한 프로그램을 만들고 있어요,텍스트 분류
의료 영상에서 특정 지표를 수치로 나타내는 연구를 하고 있습니다,이미지 회귀
자동차 영상 데이터를 분석하는 모델을 만들고 있어요,이미지 분류
재고 수량을 예측하는 통계 모델 연구를 진행 중입니다,숫자 기반 회귀
블로그 글을 주제별로 분류하는 자동화 프로그램을 개발하고 있어요,텍스트 분류
항공 촬영 영상에서 면적을 계산하는 시스템을 만들고 있습니다,이미지 회귀
음식 사진에서 메뉴를 자동 분류하는 기술을 연구하고 있어요,이미지 분류
기후 데이터 변화를 예측하는 모델을 개발 중입니다,숫자 기반 회귀
뉴스 콘텐츠를 주제별로 자동 분류하는 프로그램을 설계하고 있어요,텍스트 분류
의료 영상에서 이상 부위를 수치로 나타내는 연구를 진행 중입니다,이미지 회귀
풍경 사진에서 지역별 특징을 구분하는 기술을 개발하고 있어요,이미지 분류
판매 데이터 기반으로 미래 매출을 예측하는 시스템을 만들고 있습니다,숫자 기반 회귀
전자상거래 리뷰 감성 분석 모델을 연구 중이에요,텍스트 분류
자연 사진에서 식생 상태를 분석하는 연구를 하고 있어요,이미지 회귀
교통량 데이터를 활용해 혼잡도를 예측하는 모델을 개발하고 있습니다,숫자 기반 회귀
온라인 댓글을 감성 분류하는 프로그램을 만들고 있어요,텍스트 분류
의료 영상에서 크기 변화를 수치로 분석하는 연구를 진행 중입니다,이미지 회귀
제품 사진을 카테고리별로 자동 분류하는 기술을 연구하고 있어요,이미지 분류
소비자 행동 패턴을 분석해 매출을 예측하는 모델을 만들고 있습니다,숫자 기반 회귀
문서 데이터를 자동 분류하는 프로그램을 개발 중이에요,텍스트 분류
식물 영상에서 성장 상태를 수치화하는 연구를 하고 있어요,이미지 회귀
도시 교통 신호 최적화를 위한 영상 기반 객체 인식 기술 연구,이미지 분류
제조 공정 자동화에서 센서 데이터를 활용한 결함 예측 모델 개발,숫자 기반 회귀
법률 문서 분류를 위한 자연어 처리 기반 주제 모델링 기법,텍스트 분류
항공기 부품 마모도 수치를 예측하는 센서 데이터 분석 연구,숫자 기반 회귀
농업용 드론 영상에서 작물 종류 분류 기술 개발,이미지 분류
금융 시장 시계열 데이터 기반 위험 예측 모델 설계,숫자 기반 회귀
소셜 미디어 게시글 감성 분석 및 이슈 분류 자동화,텍스트 분류
로봇 비전 시스템에서 물체 거리 추정용 회귀 모델 연구,이미지 회귀
도서관 대출 기록을 분석한 사용자 선호도 분류 시스템,숫자 기반 분류
위성 이미지에서 산불 피해 면적 자동 계산 기술 개발,이미지 회귀
의료 텍스트 데이터를 활용한 질병 분류 모델 개발,텍스트 분류
풍력 발전량 예측을 위한 기상 데이터 기반 회귀 분석,숫자 기반 회귀
자율주행 자동차 영상에서 보행자 인식 기술 연구,이미지 분류
소비자 신용 점수 예측을 위한 금융 기록 분석 모델,숫자 기반 회귀
온라인 쇼핑 리뷰 텍스트 감성 분류 시스템 구축,텍스트 분류
스마트 팜에서 작물 건강 상태 수치화 영상 분석 연구,이미지 회귀
교통 카메라 영상으로 차량 번호판 인식 기술 개발,이미지 분류
전력 소비 패턴 분석을 통한 효율 개선 예측 모델 연구,숫자 기반 회귀
뉴스 기사 자동 태깅 및 주제 분류 시스템 개발,텍스트 분류
스마트 시티 CCTV 영상에서 이상 행동 감지 모델 연구,이미지 분류
제조 설비 진단을 위한 센서 데이터 이상 탐지 회귀 분석,숫자 기반 회귀
전자책 내용 분류 및 추천 시스템 구축을 위한 텍스트 분석,텍스트 분류
항공기 엔진 온도 예측을 위한 시계열 데이터 분석 모델,숫자 기반 회귀
식품 이미지 분류를 위한 딥러닝 기반 특성 추출 연구,이미지 분류
보험 청구 데이터 분석을 통한 사기 탐지 분류 모델,숫자 기반 분류
대화체 텍스트에서 감정 상태 분류 모델 개발,텍스트 분류
스마트 홈 센서 데이터로 에너지 소비 예측 회귀 모델,숫자 기반 회귀
도시 안전 CCTV 영상에서 위험 상황 분류 시스템 연구,이미지 분류
전기 자동차 배터리 수명 예측 모델 개발,숫자 기반 회귀
온라인 포럼 글 감성 분석 및 주제 분류 자동화 시스템,텍스트 분류
농촌 지역 위성 영상에서 토지 이용 분류 모델 연구,이미지 분류
건강 검진 데이터 분석을 통한 질병 위험 예측 회귀 모델,숫자 기반 회귀
법률 문서 자동 분류 및 핵심어 추출 텍스트 분석,텍스트 분류
물류 창고 영상에서 물품 위치 추정 회귀 모델 개발,이미지 회귀
전자상거래 제품 이미지 분류 및 카테고리화 시스템,이미지 분류
신용카드 거래 기록 분석을 통한 이상 거래 탐지 분류,숫자 기반 분류
블로그 댓글 텍스트에서 의견 유형 분류 모델 개발,텍스트 분류
태양광 발전량 예측을 위한 기상 데이터 회귀 분석,숫자 기반 회귀
인공지능 기반 드론 영상 물체 식별 및 분류 기술 연구,이미지 분류
고객 구매 이력 분석을 통한 추천 시스템 회귀 모델,숫자 기반 회귀
온라인 상품 리뷰 자동 감성 분류 및 분석 프로그램,텍스트 분류
자동차 주행 영상에서 장애물 거리 추정 회귀 모델,이미지 회귀
스마트 팜 영상 기반 작물 질병 분류 시스템 개발,이미지 분류
통신 데이터 분석을 통한 사용자 이탈 예측 회귀 모델,숫자 기반 회귀
신문 기사 자동 분류 및 주제 태깅 텍스트 분석 연구,텍스트 분류
항공기 이상 징후 조기 탐지를 위한 센서 데이터 회귀,숫자 기반 회귀
제품 사진에서 손상 부위를 식별하는 이미지 분류 기술,이미지 분류
신용 위험 평가를 위한 금융 기록 분석 분류 모델,숫자 기반 분류
문학 작품 감성 분석 및 주제별 텍스트 분류 모델,텍스트 분류
산업용 로봇 비전에서 부품 크기 측정 회귀 모델 연구,이미지 회귀
음식 이미지 자동 분류 및 재료 인식 시스템 개발,이미지 분류
경제 지표를 활용한 성장률 예측 회귀 모델 구축,숫자 기반 회귀
대학 강의 녹취 텍스트 분석을 통한 주제 분류 자동화,텍스트 분류
항만 물류 영상에서 컨테이너 위치 추정 회귀 모델 개발,이미지 회귀
전자 제품 사진 분류 및 불량품 검출 시스템 연구,이미지 분류
통신 로그 데이터 기반 이상 탐지 분류 모델 구축,숫자 기반 분류
온라인 서평 텍스트 감성 분석 및 분류 모델 개발,텍스트 분류
풍력 터빈 발전량 예측을 위한 환경 데이터 회귀 분석,숫자 기반 회귀
스마트 시티 CCTV 영상에서 사고 감지 분류 기술,이미지 분류
제조 라인 센서 데이터 분석을 통한 불량 예측 회귀 모델,숫자 기반 회귀
법률 문서 자동 분류 및 요약 텍스트 분석 연구,텍스트 분류
물류 센터 영상에서 박스 개수 추정 회귀 모델 개발,이미지 회귀
전자상거래 상품 이미지 분류 및 추천 시스템 연구,이미지 분류
신용카드 거래 이상 탐지 및 분류 모델 개발,숫자 기반 분류
뉴스 기사 텍스트 자동 분류 및 키워드 추출 시스템,텍스트 분류
태양광 패널 발전량 예측을 위한 기상 정보 회귀 분석,숫자 기반 회귀
인공지능 기반 드론 영상 분석 및 물체 식별 연구,이미지 분류
소비자 구매 행동 예측을 위한 데이터 분석 회귀 모델,숫자 기반 회귀
온라인 상품 리뷰 감성 분류 및 평가 프로그램 개발,텍스트 분류
자동차 주행 영상에서 보행자 거리 추정 회귀 모델 연구,이미지 회귀
스마트 팜 영상에서 작물 질병 분류 및 진단 시스템,이미지 분류
통신 데이터 분석으로 사용자 이탈 예측 회귀 모델 구축,숫자 기반 회귀
항공기 이상 신호 조기 탐지 위한 센서 데이터 회귀 모델,숫자 기반 회귀
제품 이미지 손상 부위 식별 및 분류 기술 개발,이미지 분류
신용 위험 평가용 금융 거래 데이터 분류 모델 연구,숫자 기반 분류
문학 작품 감성 분석 및 주제 분류를 위한 텍스트 모델,텍스트 분류
산업용 로봇 비전 시스템에서 부품 크기 측정 회귀 모델,이미지 회귀
음식 이미지 자동 분류 및 재료 인식 기술 연구,이미지 분류
경제 지표 기반 성장률 예측 모델 개발,숫자 기반 회귀
대학 강의 녹취 텍스트 주제 분류 자동화 시스템,텍스트 분류
항만 물류 영상 컨테이너 위치 추정 회귀 모델 연구,이미지 회귀
전자 제품 사진 분류 및 불량품 검출 기술 개발,이미지 분류
통신 로그 이상 탐지 분류 모델 구축,숫자 기반 분류
온라인 서평 감성 분석 및 분류 모델 개발,텍스트 분류
풍력 터빈 발전량 예측 환경 데이터 회귀 분석,숫자 기반 회귀
스마트 시티 CCTV 영상 사고 감지 분류 기술,이미지 분류
제조 설비 센서 데이터 이상 탐지 회귀 모델 연구,숫자 기반 회귀
물류 센터 영상 박스 개수 추정 회귀 모델 개발,이미지 회귀
전자상거래 제품 이미지 분류 및 추천 시스템 연구,이미지 분류
태양광 패널 발전량 예측 기상 정보 회귀 분석,숫자 기반 회귀
소비자 구매 행동 예측 데이터 분석 회귀 모델,숫자 기반 회귀
자동차 주행 영상 보행자 거리 추정 회귀 모델 연구,이미지 회귀
스마트 팜 영상 작물 질병 분류 및 진단 시스템,이미지 분류
통신 데이터 사용자 이탈 예측 회귀 모델 구축,숫자 기반 회귀
항공기 이상 신호 조기 탐지 센서 데이터 회귀 모델,숫자 기반 회귀
신용 위험 평가 금융 거래 데이터 분류 모델 연구,숫자 기반 분류
문학 작품 감성 분석 및 주제 분류 텍스트 모델,텍스트 분류
산업용 로봇 비전 부품 크기 측정 회귀 모델,이미지 회귀
음식 이미지 자동 분류 재료 인식 기술 연구,이미지 분류
전자 제품 사진 분류 불량품 검출 기술 개발,이미지 분류
온라인 서평 감성 분석 분류 모델 개발,텍스트 분류
법률 문서 자동 분류 요약 텍스트 분석 연구,텍스트 분류
전자상거래 제품 이미지 분류 추천 시스템 연구,이미지 분류
신용카드 거래 이상 탐지 분류 모델 개발,숫자 기반 분류
뉴스 기사 텍스트 자동 분류 키워드 추출 시스템,텍스트 분류
인공지능 기반 드론 영상 분석 물체 식별 연구,이미지 분류
온라인 상품 리뷰 감성 분류 평가 프로그램 개발,텍스트 분류
스마트 팜 영상 작물 질병 분류 진단 시스템,이미지 분류
신문 기사 자동 분류 주제 태깅 텍스트 분석 연구,텍스트 분류
제품 이미지 손상 부위 식별 분류 기술 개발,이미지 분류
문학 작품 감성 분석 주제 분류 텍스트 모델,텍스트 분류
심해 탐사 로봇이 수중 생물 이미지를 분류하는 기술 개발 중입니다,이미지 분류
대기 오염 측정 센서 데이터를 기반으로 초미세먼지 농도 예측 모델 설계,숫자 기반 회귀
고대 문헌 텍스트를 분류하여 시대별 특징을 분석하는 연구,텍스트 분류
화성 탐사 위성 영상에서 암석 종류를 자동으로 구분하는 딥러닝,이미지 분류
해양 온도 변화 데이터를 이용해 해류 이동 경로 예측 모델 개발,숫자 기반 회귀
뉴스 기사에서 경제 관련 문장을 자동으로 분류하는 자연어 처리 시스템,텍스트 분류
드론 촬영 이미지에서 농작물 병해충 피해 부위를 식별하는 모델,이미지 분류
교통량 수집 센서 데이터를 활용해 혼잡도 예측 모델을 설계 중입니다,숫자 기반 회귀
문학 텍스트에서 주제별 감정 변화를 분석하는 인공지능 기술,텍스트 분류
전기차 배터리 충전 상태를 이미지로 분석해 잔량 예측하는 연구,이미지 회귀
위성 데이터를 이용해 산림 벌채 지역을 분류하는 영상 처리 시스템,이미지 분류
국가별 경제성장률을 수치 예측하는 시계열 분석 모델 개발,숫자 기반 회귀
온라인 리뷰 텍스트에서 제품 만족도 분류를 위한 자연어 처리 연구,텍스트 분류
의료 영상에서 종양 크기를 자동으로 측정하는 딥러닝 기반 모델,이미지 회귀
수질 검사 이미지에서 오염 정도를 분류하는 환경 모니터링 시스템,이미지 분류
기후 변화 데이터 기반으로 이상 기온 발생 확률을 예측하는 모델,숫자 기반 회귀
소셜 미디어 게시글을 긍정·부정으로 분류하는 감성 분석 시스템,텍스트 분류
위성 영상에서 도시 확장 지역을 식별하는 이미지 분석 기술 개발,이미지 분류
에너지 소비 데이터를 이용해 월별 사용량을 예측하는 통계 모델,숫자 기반 회귀
법률 문서 텍스트를 분류하여 사건 유형을 자동으로 구분하는 시스템,텍스트 분류
생태계 모니터링을 위한 드론 영상에서 동물 종을 인식하는 모델,이미지 분류
교통 센서 데이터를 분석해 사고 발생 가능성을 예측하는 연구,숫자 기반 회귀
소설 텍스트에서 등장인물 감정을 자동 분류하는 자연어 처리 기술,텍스트 분류
농업용 로봇 카메라로 식물 성장 상태를 수치로 평가하는 연구,이미지 회귀
해양 위성 영상에서 산호초 건강 상태를 분류하는 영상 처리,이미지 분류
국내 경제 지표를 바탕으로 분기별 성장률 예측 모델 개발,숫자 기반 회귀
뉴스 기사 텍스트에서 정치적 성향을 분류하는 자연어 처리 모델,텍스트 분류
도로 CCTV 영상에서 교통사고 상황을 인식하는 영상 분석 기술,이미지 분류
스마트 홈 센서 데이터를 활용해 에너지 사용량을 예측하는 모델,숫자 기반 회귀
고객 리뷰 텍스트에서 부정적 피드백을 자동 분류하는 감성 분석,텍스트 분류
해양 수질 센서 데이터를 기반으로 오염 물질 농도를 예측하는 연구,숫자 기반 회귀
의료 영상에서 폐 결절 크기를 자동 측정하는 딥러닝 기술 개발,이미지 회귀
농작물 생육 이미지에서 병해충 피해 부위를 분류하는 모델,이미지 분류
지역별 기상 관측 데이터를 활용한 강수량 예측 통계 모델,숫자 기반 회귀
온라인 포럼 게시글을 주제별로 자동 분류하는 자연어 처리 시스템,텍스트 분류
재활용 분류 로봇 영상에서 플라스틱 종류를 식별하는 기술,이미지 분류
지진 발생 데이터를 분석해 위험지역을 수치로 평가하는 모델,숫자 기반 회귀
소설 텍스트 내 문장 유형을 분류하는 자연어 처리 기술 개발,텍스트 분류
항공기 영상에서 착륙장 면적을 자동 측정하는 영상 처리 연구,이미지 회귀
전력 소비 패턴을 분석해 피크 시간대를 예측하는 통계 모델,숫자 기반 회귀
"뉴스 기사 텍스트를 경제, 정치, 사회로 분류하는 자연어 처리",텍스트 분류
도로 위 차량 이미지를 분석해 차종을 분류하는 컴퓨터 비전,이미지 분류
농업용 센서 데이터를 활용한 토양 습도 예측 모델 개발,숫자 기반 회귀
온라인 리뷰 텍스트에서 제품 긍정 피드백을 분류하는 시스템,텍스트 분류
수중 영상에서 산호 종류를 분류하는 해양 생태계 모니터링 기술,이미지 분류
도시 대기질 데이터를 기반으로 미세먼지 농도 예측 모델 설계,숫자 기반 회귀
문학 작품 텍스트에서 주요 주제를 자동으로 분류하는 연구,텍스트 분류
위성 영상에서 산불 발생 지역을 탐지하는 영상 처리 모델,이미지 분류
스마트 시티 교통 데이터를 분석해 혼잡 구간을 예측하는 연구,숫자 기반 회귀
전자상거래 상품 리뷰 텍스트 감성 분석 시스템 구축,텍스트 분류
농업용 드론으로 촬영한 작물 영상에서 수확 시기를 예측하는 모델,이미지 회귀
도시 CCTV 영상에서 보행자 행동을 분류하는 딥러닝 연구,이미지 분류
산업용 기계 센서 데이터를 활용한 고장 예측 회귀 모델 개발,숫자 기반 회귀
"뉴스 기사 텍스트를 정치, 경제, 사회로 분류하는 자연어 처리",텍스트 분류
우주 탐사 영상에서 행성 표면 특성을 분석하는 컴퓨터 비전,이미지 분류
전력 사용량 데이터를 기반으로 일별 소비량을 예측하는 모델,숫자 기반 회귀
온라인 커뮤니티 글에서 혐오 발언을 자동 분류하는 텍스트 분석,텍스트 분류
재활용 공장 영상에서 폐기물 종류를 자동 분류하는 영상 처리,이미지 분류
기상 관측 데이터를 이용한 태풍 경로 예측 모델 개발,숫자 기반 회귀
영화 리뷰 텍스트에서 감정 상태를 분류하는 자연어 처리 연구,텍스트 분류
바다 수질 영상에서 해조류 종류를 분류하는 해양 환경 모니터링,이미지 분류
산림 센서 데이터를 활용해 화재 위험도를 예측하는 연구,숫자 기반 회귀
법률 텍스트에서 계약 유형을 자동으로 분류하는 시스템 개발,텍스트 분류
드론 영상에서 건물 외벽 상태를 수치로 평가하는 딥러닝,이미지 회귀
도로 CCTV에서 교통 위반 차량을 인식하는 영상 분석 기술,이미지 분류
항공 센서 데이터를 이용한 대기 오염 농도 예측 모델,숫자 기반 회귀
뉴스 기사 텍스트에서 환경 이슈 관련 내용을 분류하는 연구,텍스트 분류
해양 생물 영상에서 멸종 위기종을 자동 인식하는 컴퓨터 비전,이미지 분류
기상 위성 데이터를 활용해 폭우 발생 확률을 예측하는 모델,숫자 기반 회귀
소설 텍스트에서 주인공의 감정 변화를 자동으로 분류하는 연구,텍스트 분류
도심 지역 CCTV 영상에서 불법 주차 차량을 자동으로 인식하는 시스템,이미지 분류
스마트 팜의 토양 수분 센서 데이터를 기반으로 관개 시기를 예측하는 모델,숫자 기반 회귀
대학 논문 텍스트를 전공 분야별로 분류하는 자연어 처리 기법 개발,텍스트 분류
자율주행 자동차 카메라 영상에서 신호등 인식을 위한 이미지 분석,이미지 분류
태양광 발전소의 일사량 변화를 예측하는 기상 데이터 분석 모델,숫자 기반 회귀
온라인 뉴스에서 허위 정보 여부를 자동 분류하는 텍스트 분석 시스템,텍스트 분류
산림 감시 드론 영상에서 산불 발생 구역을 탐지하는 영상 처리,이미지 분류
도시 소음 센서 데이터를 활용한 소음 농도 예측 회귀 모델 개발,숫자 기반 회귀
문화재 복원 문서에서 재료별 분류를 자동으로 수행하는 자연어 처리,텍스트 분류
항공 촬영 영상에서 비행 경로를 추적하는 영상 분석 기술 연구,이미지 회귀
전력망 데이터를 분석해 부하 변동을 예측하는 모델 개발,숫자 기반 회귀
영화 시나리오 텍스트에서 장르별 분류를 자동 수행하는 자연어 처리,텍스트 분류
산업 현장 CCTV 영상에서 안전모 미착용자 감지 시스템 개발,이미지 분류
전기 사용량 데이터를 기반으로 월간 요금 예측 회귀 모델 연구,숫자 기반 회귀
법률 상담 대화 텍스트에서 상담 유형을 분류하는 모델,텍스트 분류
바다 탐사 영상에서 해양 쓰레기 위치를 자동으로 분류하는 기술,이미지 분류
교통 센서 데이터로 신호등 대기 시간을 예측하는 연구,숫자 기반 회귀
문학 작품 속 주제별 대사 분류를 위한 텍스트 분석,텍스트 분류
드론 영상에서 태양광 패널 결함을 수치로 평가하는 모델 개발,이미지 회귀
도시 공공 CCTV에서 쓰레기 무단 투기 행위 분류 시스템,이미지 분류
산업용 기계의 센서 데이터를 활용한 고장 예측 모델 연구,숫자 기반 회귀
온라인 블로그 텍스트에서 주제별 감성 분류 모델 개발,텍스트 분류
해저 탐사 영상에서 수중 생물 다양성을 분류하는 기술,이미지 분류
기상 관측 데이터를 이용한 강풍 발생 확률 예측 모델,숫자 기반 회귀
"신문 기사 텍스트를 정치, 사회, 경제 분야로 분류하는 연구",텍스트 분류
로봇 비전 시스템에서 조립 부품 결함을 감지하는 영상 분석,이미지 분류
